id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	always_hide	hide_tip	answer_width	random_group	em_validation_q	em_validation_q_tip
184		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
185		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
183		A	0	1	1	1 – Very low		en											
183		A	0	2	2	2		en											
183		A	0	3	3	3		en											
183		A	0	4	4	4 – Moderate		en											
183		A	0	5	5	5		en											
183		A	0	6	6	6		en											
183		A	0	7	7	7 – Very high		en											
186		Q	F	A07V2D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands of patients with cigarette-induced cancer. i dont think that is a loss of money. it would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sleaseballs selling death</span> <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">deserve to be jobless</span>. not teachers and medics and firefighters. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">those of you who support cigarette legality are losers.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
187		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
188		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
186		A	0	1	1	1 – Very low		en											
186		A	0	2	2	2		en											
186		A	0	3	3	3		en											
186		A	0	4	4	4 – Moderate		en											
186		A	0	5	5	5		en											
186		A	0	6	6	6		en											
186		A	0	7	7	7 – Very high		en											
189		Q	R	A07V2R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
189		A	0	A		Explanation A		en											
189		A	0	B		Explanation B		en											
189		A	0	C		Explanation C		en											
189		A	0	D		Explanation D		en											
190		Q	T	A07V2CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
191		G		P05V2	CONSENT == 'Y' && VERSION == 2	Argument 5 of 7		en											
192		Q	X	A02V2I	1	"<h2>Argument 5 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>In the usa, are judges too powerful?:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>yes and most of them are hypocrites. our DUI judge places people in jail, takes away their freedom, but it&#x27;s okay for him to sit on the bench drunk. the whole town knows it, the lawyers, the cops, etc. we watched the cops pull him over one night and they gave him a ride home, (we followed), but how can you fight it?</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
193		Q	F	A02V2A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">yes and most of</span> them <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are hypocrites. our DUI</span> judge places people <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in jail,</span> takes away <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">their</span> freedom<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, but it&#x27;s</span> okay <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">for</span> him <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to</span> sit <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">on the</span> bench <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">drunk. the</span> whole town knows it<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, the</span> lawyers<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, the cops, etc. we</span> watched <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the cops</span> pull him over one night <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and they</span> gave him <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">a</span> ride home<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, (</span>we followed<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">), but</span> how can <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you</span> fight <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
194		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
195		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
193		A	0	1	1	1 – Very low		en											
193		A	0	2	2	2		en											
193		A	0	3	3	3		en											
193		A	0	4	4	4 – Moderate		en											
193		A	0	5	5	5		en											
193		A	0	6	6	6		en											
193		A	0	7	7	7 – Very high		en											
196		Q	F	A02V2B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">yes and most of them are hypocrites.</span> our DUI <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">judge places people</span> in jail, takes <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">away</span> their freedom, but <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it&#x27;s okay</span> for him to sit on the bench <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">drunk.</span> the whole <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">town knows it,</span> the lawyers, the cops, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">etc. we watched</span> the cops pull him over one <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">night and they gave</span> him a ride home, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">(we followed), but how can you fight it?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
197		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
198		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
196		A	0	1	1	1 – Very low		en											
196		A	0	2	2	2		en											
196		A	0	3	3	3		en											
196		A	0	4	4	4 – Moderate		en											
196		A	0	5	5	5		en											
196		A	0	6	6	6		en											
196		A	0	7	7	7 – Very high		en											
199		Q	F	A02V2C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes and most of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">them are hypocrites. our DUI judge places</span> people in jail, takes away their freedom, but it&#x27;s okay for him to sit on <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the bench drunk. the whole</span> town knows <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it, the lawyers, the cops, etc. we watched the cops pull him over</span> one night and they gave <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">him a ride home, (we followed), but how</span> can you fight it?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
200		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
201		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
199		A	0	1	1	1 – Very low		en											
199		A	0	2	2	2		en											
199		A	0	3	3	3		en											
199		A	0	4	4	4 – Moderate		en											
199		A	0	5	5	5		en											
199		A	0	6	6	6		en											
199		A	0	7	7	7 – Very high		en											
202		Q	F	A02V2D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes and most of them are hypocrites. our DUI judge places people in jail, takes away their freedom, but it&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">okay for him to sit on the bench drunk. the whole town knows it, the lawyers, the cops, etc. we watched the cops pull him over one</span> night and they gave him a ride home, (we followed), but how can you fight it?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
